character,angle,attribute,value
noto,,icon,flag-for-flag-south-korea
noto,,icon,flag-for-flag-spain
noto,,icon,flag-for-flag-united-kingdom
noto,,icon,flag-for-flag-united-states
noto,,icon,flag-in-hole
noto,,icon,flashlight
noto,,icon,fleur-de-lis
noto,,icon,flexed-biceps-dark-skin-tone
noto,,icon,flexed-biceps-light-skin-tone
noto,,icon,flexed-biceps-medium-dark-skin-tone
noto,,icon,flexed-biceps-medium-light-skin-tone
noto,,icon,flexed-biceps-medium-skin-tone
noto,,icon,flexed-biceps
noto,,icon,floppy-disk
noto,,icon,flower-playing-cards
noto,,icon,flushed-face
noto,,icon,fog
noto,,icon,foggy
noto,,icon,folded-hands-dark-skin-tone
noto,,icon,folded-hands-light-skin-tone
noto,,icon,folded-hands-medium-dark-skin-tone
noto,,icon,folded-hands-medium-light-skin-tone
noto,,icon,folded-hands-medium-skin-tone
noto,,icon,folded-hands
noto,,icon,footprints
noto,,icon,fork-and-knife-with-plate
noto,,icon,fork-and-knife
noto,,icon,fountain-pen
noto,,icon,fountain
noto,,icon,four-leaf-clover
noto,,icon,four-oclock
noto,,icon,four-thirty
noto,,icon,fox
noto,,icon,framed-picture
noto,,icon,free-button
noto,,icon,french-fries
noto,,icon,fried-shrimp
noto,,icon,frog
noto,,icon,front-facing-baby-chick
noto,,icon,frowning-face-with-open-mouth
noto,,icon,frowning-face
noto,,icon,fuel-pump
noto,,icon,full-moon-face
noto,,icon,full-moon
noto,,icon,funeral-urn
noto,,icon,game-die
noto,,icon,gear
noto,,icon,gem-stone
noto,,icon,gemini
noto,,icon,ghost
noto,,icon,girl-dark-skin-tone
noto,,icon,girl-light-skin-tone
noto,,icon,girl-medium-dark-skin-tone
noto,,icon,girl-medium-light-skin-tone
noto,,icon,girl-medium-skin-tone
noto,,icon,girl
noto,,icon,glass-of-milk
noto,,icon,glasses
noto,,icon,globe-showing-americas
noto,,icon,globe-showing-asia-australia
noto,,icon,globe-showing-europe-africa
noto,,icon,globe-with-meridians
noto,,icon,glowing-star
noto,,icon,goal-net
noto,,icon,goat
noto,,icon,goblin
noto,,icon,gorilla
noto,,icon,graduation-cap
noto,,icon,grapes
noto,,icon,green-apple
noto,,icon,green-book
noto,,icon,green-heart
noto,,icon,green-salad
noto,,icon,grimacing-face
noto,,icon,grinning-cat-with-smiling-eyes
noto,,icon,grinning-cat
noto,,icon,grinning-face-with-big-eyes
noto,,icon,grinning-face-with-smiling-eyes
noto,,icon,grinning-face-with-sweat
noto,,icon,grinning-face
noto,,icon,grinning-squinting-face
noto,,icon,growing-heart
noto,,icon,guard-dark-skin-tone
noto,,icon,guard-light-skin-tone
noto,,icon,guard-medium-dark-skin-tone
noto,,icon,guard-medium-light-skin-tone
noto,,icon,guard-medium-skin-tone
noto,,icon,guard
noto,,icon,guitar
noto,,icon,hamburger
noto,,icon,hammer-and-pick
noto,,icon,hammer-and-wrench
noto,,icon,hammer
noto,,icon,hamster
noto,,icon,hand-with-fingers-splayed-dark-skin-tone
noto,,icon,hand-with-fingers-splayed-light-skin-tone
noto,,icon,hand-with-fingers-splayed-medium-dark-skin-tone
noto,,icon,hand-with-fingers-splayed-medium-light-skin-tone
noto,,icon,hand-with-fingers-splayed-medium-skin-tone
noto,,icon,hand-with-fingers-splayed
noto,,icon,handbag
noto,,icon,handshake-dark-skin-tone
noto,,icon,handshake-light-skin-tone
noto,,icon,handshake-medium-dark-skin-tone
noto,,icon,handshake-medium-light-skin-tone
noto,,icon,handshake-medium-skin-tone
noto,,icon,handshake
noto,,icon,hatching-chick
noto,,icon,headphone
noto,,icon,hear-no-evil-monkey
noto,,icon,heart-decoration
noto,,icon,heart-exclamation
noto,,icon,heart-suit
noto,,icon,heart-with-arrow
noto,,icon,heart-with-ribbon
noto,,icon,heavy-dollar-sign
noto,,icon,helicopter
noto,,icon,herb
noto,,icon,hibiscus
noto,,icon,high-heeled-shoe
noto,,icon,high-speed-train
noto,,icon,high-voltage
noto,,icon,hole
noto,,icon,hollow-red-circle
noto,,icon,honey-pot
noto,,icon,honeybee
noto,,icon,horizontal-traffic-light
noto,,icon,horse-face
noto,,icon,horse-racing
noto,,icon,horse
noto,,icon,hospital
noto,,icon,hot-beverage
noto,,icon,hot-dog
noto,,icon,hot-pepper
noto,,icon,hot-springs
noto,,icon,hotel
noto,,icon,hourglass-done
noto,,icon,hourglass-not-done
noto,,icon,house-with-garden
noto,,icon,house
noto,,icon,houses
noto,,icon,hugging-face
noto,,icon,hundred-points
noto,,icon,hushed-face
noto,,icon,ice-cream
noto,,icon,ice-hockey
noto,,icon,ice-skate
noto,,icon,id-button
noto,,icon,inbox-tray
noto,,icon,incoming-envelope
noto,,icon,index-pointing-up-dark-skin-tone
noto,,icon,index-pointing-up-light-skin-tone
noto,,icon,index-pointing-up-medium-dark-skin-tone
noto,,icon,index-pointing-up-medium-light-skin-tone
noto,,icon,index-pointing-up-medium-skin-tone
noto,,icon,index-pointing-up
noto,,icon,information
noto,,icon,input-latin-letters
noto,,icon,input-latin-lowercase
noto,,icon,input-latin-uppercase
noto,,icon,input-numbers
noto,,icon,input-symbols
noto,,icon,jack-o-lantern
noto,,icon,japanese-acceptable-button
noto,,icon,japanese-application-button
noto,,icon,japanese-bargain-button
noto,,icon,japanese-castle
noto,,icon,japanese-congratulations-button
noto,,icon,japanese-discount-button
noto,,icon,japanese-dolls
noto,,icon,japanese-free-of-charge-button
noto,,icon,japanese-here-button
noto,,icon,japanese-monthly-amount-button
noto,,icon,japanese-no-vacancy-button
noto,,icon,japanese-not-free-of-charge-button
noto,,icon,japanese-open-for-business-button
noto,,icon,japanese-passing-grade-button
noto,,icon,japanese-post-office
noto,,icon,japanese-prohibited-button
noto,,icon,japanese-reserved-button
noto,,icon,japanese-secret-button
noto,,icon,japanese-service-charge-button
noto,,icon,japanese-symbol-for-beginner
noto,,icon,japanese-vacancy-button
noto,,icon,jeans
noto,,icon,joker
noto,,icon,joystick
noto,,icon,kaaba
noto,,icon,key
noto,,icon,keyboard
noto,,icon,keycap-0
noto,,icon,keycap-1
noto,,icon,keycap-10
noto,,icon,keycap-2
noto,,icon,keycap-3
noto,,icon,keycap-4
noto,,icon,keycap-5
noto,,icon,keycap-6
noto,,icon,keycap-7
noto,,icon,keycap-8
noto,,icon,keycap-9
noto,,icon,keycap-asterisk
noto,,icon,keycap-pound
noto,,icon,keycap
noto,,icon,kick-scooter
noto,,icon,kimono
noto,,icon,kiss-man-man
noto,,icon,kiss-mark
noto,,icon,kiss-woman-man
noto,,icon,kiss-woman-woman
noto,,icon,kissing-cat
noto,,icon,kissing-face-with-closed-eyes
noto,,icon,kissing-face-with-smiling-eyes
noto,,icon,kissing-face
noto,,icon,kitchen-knife
noto,,icon,kiwi-fruit
noto,,icon,koala
noto,,icon,label
noto,,icon,lady-beetle
noto,,icon,laptop
noto,,icon,large-blue-diamond
noto,,icon,large-orange-diamond
noto,,icon,last-quarter-moon-face
noto,,icon,last-quarter-moon
noto,,icon,last-track-button
noto,,icon,latin-cross
noto,,icon,leaf-fluttering-in-wind
noto,,icon,ledger
noto,,icon,left-arrow-curving-right
noto,,icon,left-arrow
noto,,icon,left-facing-fist-dark-skin-tone
noto,,icon,left-facing-fist-light-skin-tone
noto,,icon,left-facing-fist-medium-dark-skin-tone
noto,,icon,left-facing-fist-medium-light-skin-tone
noto,,icon,left-facing-fist-medium-skin-tone
noto,,icon,left-facing-fist
noto,,icon,left-luggage
noto,,icon,left-right-arrow
noto,,icon,left-speech-bubble
noto,,icon,lemon
noto,,icon,leo
noto,,icon,leopard
noto,,icon,letter-a
noto,,icon,letter-b
noto,,icon,letter-c
noto,,icon,letter-d
noto,,icon,letter-e
noto,,icon,letter-f
noto,,icon,letter-g
noto,,icon,letter-h
noto,,icon,letter-i
noto,,icon,letter-j
noto,,icon,letter-k
noto,,icon,letter-l
noto,,icon,letter-m
noto,,icon,letter-n
noto,,icon,letter-o
noto,,icon,letter-p
noto,,icon,letter-q
noto,,icon,letter-r
noto,,icon,letter-s
noto,,icon,letter-t
noto,,icon,letter-u
noto,,icon,letter-v
noto,,icon,letter-w
noto,,icon,letter-x
noto,,icon,letter-y
noto,,icon,letter-z
noto,,icon,level-slider
noto,,icon,libra
noto,,icon,light-bulb
noto,,icon,light-rail
noto,,icon,light-skin-tone
noto,,icon,link
noto,,icon,linked-paperclips
noto,,icon,lion
noto,,icon,lipstick
noto,,icon,litter-in-bin-sign
noto,,icon,lizard
noto,,icon,locked-with-key
noto,,icon,locked-with-pen
noto,,icon,locked
noto,,icon,locomotive
noto,,icon,lollipop
noto,,icon,loudly-crying-face
noto,,icon,loudspeaker
noto,,icon,love-hotel
noto,,icon,love-letter
noto,,icon,lying-face
noto,,icon,magnifying-glass-tilted-left
noto,,icon,magnifying-glass-tilted-right
noto,,icon,mahjong-red-dragon
noto,,icon,male-sign
noto,,icon,man-artist-dark-skin-tone
noto,,icon,man-artist-light-skin-tone
noto,,icon,man-artist-medium-dark-skin-tone
noto,,icon,man-artist-medium-light-skin-tone
noto,,icon,man-artist-medium-skin-tone
noto,,icon,man-artist
noto,,icon,man-astronaut-dark-skin-tone
noto,,icon,man-astronaut-light-skin-tone
noto,,icon,man-astronaut-medium-dark-skin-tone
noto,,icon,man-astronaut-medium-light-skin-tone
noto,,icon,man-astronaut-medium-skin-tone
noto,,icon,man-astronaut
noto,,icon,man-biking-dark-skin-tone
noto,,icon,man-biking-light-skin-tone
noto,,icon,man-biking-medium-dark-skin-tone
noto,,icon,man-biking-medium-light-skin-tone
noto,,icon,man-biking-medium-skin-tone
noto,,icon,man-biking
noto,,icon,man-blond-hair
noto,,icon,man-bouncing-ball-dark-skin-tone
noto,,icon,man-bouncing-ball-light-skin-tone
noto,,icon,man-bouncing-ball-medium-dark-skin-tone
noto,,icon,man-bouncing-ball-medium-light-skin-tone
noto,,icon,man-bouncing-ball-medium-skin-tone
noto,,icon,man-bouncing-ball
noto,,icon,man-bowing-dark-skin-tone
noto,,icon,man-bowing-light-skin-tone
noto,,icon,man-bowing-medium-dark-skin-tone
noto,,icon,man-bowing-medium-light-skin-tone
noto,,icon,man-bowing-medium-skin-tone
noto,,icon,man-bowing
noto,,icon,man-cartwheeling-dark-skin-tone
noto,,icon,man-cartwheeling-light-skin-tone
noto,,icon,man-cartwheeling-medium-dark-skin-tone
noto,,icon,man-cartwheeling-medium-light-skin-tone
noto,,icon,man-cartwheeling-medium-skin-tone
noto,,icon,man-cartwheeling
noto,,icon,man-construction-worker-dark-skin-tone
noto,,icon,man-construction-worker-light-skin-tone
noto,,icon,man-construction-worker-medium-dark-skin-tone
noto,,icon,man-construction-worker-medium-light-skin-tone
noto,,icon,man-construction-worker-medium-skin-tone
noto,,icon,man-construction-worker
noto,,icon,man-cook-dark-skin-tone
noto,,icon,man-cook-light-skin-tone
noto,,icon,man-cook-medium-dark-skin-tone
noto,,icon,man-cook-medium-light-skin-tone
noto,,icon,man-cook-medium-skin-tone
noto,,icon,man-cook
noto,,icon,man-dancing-dark-skin-tone
noto,,icon,man-dancing-light-skin-tone
noto,,icon,man-dancing-medium-dark-skin-tone
noto,,icon,man-dancing-medium-light-skin-tone
noto,,icon,man-dancing-medium-skin-tone
noto,,icon,man-dancing
noto,,icon,man-dark-skin-tone-blond-hair
noto,,icon,man-dark-skin-tone
noto,,icon,man-detective-dark-skin-tone
noto,,icon,man-detective-light-skin-tone
noto,,icon,man-detective-medium-dark-skin-tone
noto,,icon,man-detective-medium-light-skin-tone
noto,,icon,man-detective-medium-skin-tone
noto,,icon,man-detective
noto,,icon,man-facepalming-dark-skin-tone
noto,,icon,man-facepalming-light-skin-tone
noto,,icon,man-facepalming-medium-dark-skin-tone
noto,,icon,man-facepalming-medium-light-skin-tone
noto,,icon,man-facepalming-medium-skin-tone
noto,,icon,man-facepalming
noto,,icon,man-factory-worker-dark-skin-tone
noto,,icon,man-factory-worker-light-skin-tone
noto,,icon,man-factory-worker-medium-dark-skin-tone
noto,,icon,man-factory-worker-medium-light-skin-tone
noto,,icon,man-factory-worker-medium-skin-tone
noto,,icon,man-factory-worker
noto,,icon,man-farmer-dark-skin-tone
noto,,icon,man-farmer-light-skin-tone
noto,,icon,man-farmer-medium-dark-skin-tone
noto,,icon,man-farmer-medium-light-skin-tone
noto,,icon,man-farmer-medium-skin-tone
noto,,icon,man-farmer
noto,,icon,man-firefighter-dark-skin-tone
noto,,icon,man-firefighter-light-skin-tone
noto,,icon,man-firefighter-medium-dark-skin-tone
noto,,icon,man-firefighter-medium-light-skin-tone
noto,,icon,man-firefighter-medium-skin-tone
noto,,icon,man-firefighter
noto,,icon,man-frowning-dark-skin-tone
noto,,icon,man-frowning-light-skin-tone
noto,,icon,man-frowning-medium-dark-skin-tone
noto,,icon,man-frowning-medium-light-skin-tone
noto,,icon,man-frowning-medium-skin-tone
noto,,icon,man-frowning
noto,,icon,man-gesturing-no-dark-skin-tone
noto,,icon,man-gesturing-no-light-skin-tone
noto,,icon,man-gesturing-no-medium-dark-skin-tone
noto,,icon,man-gesturing-no-medium-light-skin-tone
noto,,icon,man-gesturing-no-medium-skin-tone
noto,,icon,man-gesturing-no
noto,,icon,man-gesturing-ok-dark-skin-tone
noto,,icon,man-gesturing-ok-light-skin-tone
noto,,icon,man-gesturing-ok-medium-dark-skin-tone
noto,,icon,man-gesturing-ok-medium-light-skin-tone
noto,,icon,man-gesturing-ok-medium-skin-tone
noto,,icon,man-gesturing-ok
noto,,icon,man-getting-haircut-dark-skin-tone
noto,,icon,man-getting-haircut-light-skin-tone
noto,,icon,man-getting-haircut-medium-dark-skin-tone
noto,,icon,man-getting-haircut-medium-light-skin-tone
noto,,icon,man-getting-haircut-medium-skin-tone
noto,,icon,man-getting-haircut
noto,,icon,man-getting-massage-dark-skin-tone
noto,,icon,man-getting-massage-light-skin-tone
noto,,icon,man-getting-massage-medium-dark-skin-tone
noto,,icon,man-getting-massage-medium-light-skin-tone
noto,,icon,man-getting-massage-medium-skin-tone
noto,,icon,man-getting-massage
noto,,icon,man-golfing
noto,,icon,man-guard-dark-skin-tone
noto,,icon,man-guard-light-skin-tone
noto,,icon,man-guard-medium-dark-skin-tone
noto,,icon,man-guard-medium-light-skin-tone
noto,,icon,man-guard-medium-skin-tone
noto,,icon,man-guard
noto,,icon,man-health-worker-dark-skin-tone
noto,,icon,man-health-worker-light-skin-tone
noto,,icon,man-health-worker-medium-dark-skin-tone
noto,,icon,man-health-worker-medium-light-skin-tone
noto,,icon,man-health-worker-medium-skin-tone
noto,,icon,man-health-worker
noto,,icon,man-judge-dark-skin-tone
noto,,icon,man-judge-light-skin-tone
noto,,icon,man-judge-medium-dark-skin-tone
noto,,icon,man-judge-medium-light-skin-tone
noto,,icon,man-judge-medium-skin-tone
noto,,icon,man-judge
noto,,icon,man-juggling-dark-skin-tone
noto,,icon,man-juggling-light-skin-tone
noto,,icon,man-juggling-medium-dark-skin-tone
noto,,icon,man-juggling-medium-light-skin-tone
noto,,icon,man-juggling-medium-skin-tone
noto,,icon,man-juggling
noto,,icon,man-lifting-weights-dark-skin-tone
noto,,icon,man-lifting-weights-light-skin-tone
noto,,icon,man-lifting-weights-medium-dark-skin-tone
noto,,icon,man-lifting-weights-medium-light-skin-tone
noto,,icon,man-lifting-weights-medium-skin-tone
noto,,icon,man-lifting-weights
noto,,icon,man-light-skin-tone-blond-hair
noto,,icon,man-light-skin-tone
noto,,icon,man-mechanic-dark-skin-tone
noto,,icon,man-mechanic-light-skin-tone
noto,,icon,man-mechanic-medium-dark-skin-tone
noto,,icon,man-mechanic-medium-light-skin-tone
noto,,icon,man-mechanic-medium-skin-tone
noto,,icon,man-mechanic
noto,,icon,man-medium-dark-skin-tone-blond-hair
noto,,icon,man-medium-dark-skin-tone
noto,,icon,man-medium-light-skin-tone-blond-hair
noto,,icon,man-medium-light-skin-tone
noto,,icon,man-medium-skin-tone-blond-hair
noto,,icon,man-medium-skin-tone
noto,,icon,man-mountain-biking-dark-skin-tone
noto,,icon,man-mountain-biking-light-skin-tone
noto,,icon,man-mountain-biking-medium-dark-skin-tone
noto,,icon,man-mountain-biking-medium-light-skin-tone
noto,,icon,man-mountain-biking-medium-skin-tone
noto,,icon,man-mountain-biking
noto,,icon,man-office-worker-dark-skin-tone
noto,,icon,man-office-worker-light-skin-tone
noto,,icon,man-office-worker-medium-dark-skin-tone
noto,,icon,man-office-worker-medium-light-skin-tone
noto,,icon,man-office-worker-medium-skin-tone
noto,,icon,man-office-worker
noto,,icon,man-pilot-dark-skin-tone
noto,,icon,man-pilot-light-skin-tone
noto,,icon,man-pilot-medium-dark-skin-tone
noto,,icon,man-pilot-medium-light-skin-tone
noto,,icon,man-pilot-medium-skin-tone
noto,,icon,man-pilot
noto,,icon,man-playing-handball-dark-skin-tone
noto,,icon,man-playing-handball-light-skin-tone
noto,,icon,man-playing-handball-medium-dark-skin-tone
noto,,icon,man-playing-handball-medium-light-skin-tone
noto,,icon,man-playing-handball-medium-skin-tone
noto,,icon,man-playing-handball
noto,,icon,man-playing-water-polo-dark-skin-tone
noto,,icon,man-playing-water-polo-light-skin-tone
noto,,icon,man-playing-water-polo-medium-dark-skin-tone
noto,,icon,man-playing-water-polo-medium-light-skin-tone
noto,,icon,man-playing-water-polo-medium-skin-tone
noto,,icon,man-playing-water-polo
noto,,icon,man-police-officer-dark-skin-tone
noto,,icon,man-police-officer-light-skin-tone
noto,,icon,man-police-officer-medium-dark-skin-tone
noto,,icon,man-police-officer-medium-light-skin-tone
noto,,icon,man-police-officer-medium-skin-tone
noto,,icon,man-police-officer
noto,,icon,man-pouting-dark-skin-tone
noto,,icon,man-pouting-light-skin-tone
noto,,icon,man-pouting-medium-dark-skin-tone
noto,,icon,man-pouting-medium-light-skin-tone
noto,,icon,man-pouting-medium-skin-tone
noto,,icon,man-pouting
noto,,icon,man-raising-hand-dark-skin-tone
noto,,icon,man-raising-hand-light-skin-tone
noto,,icon,man-raising-hand-medium-dark-skin-tone
noto,,icon,man-raising-hand-medium-light-skin-tone
noto,,icon,man-raising-hand-medium-skin-tone
noto,,icon,man-raising-hand
noto,,icon,man-rowing-boat-dark-skin-tone
noto,,icon,man-rowing-boat-light-skin-tone
noto,,icon,man-rowing-boat-medium-dark-skin-tone
noto,,icon,man-rowing-boat-medium-light-skin-tone
noto,,icon,man-rowing-boat-medium-skin-tone
noto,,icon,man-rowing-boat
noto,,icon,man-running-dark-skin-tone
noto,,icon,man-running-light-skin-tone
noto,,icon,man-running-medium-dark-skin-tone
noto,,icon,man-running-medium-light-skin-tone
noto,,icon,man-running-medium-skin-tone
noto,,icon,man-running
noto,,icon,man-scientist-dark-skin-tone
noto,,icon,man-scientist-light-skin-tone
noto,,icon,man-scientist-medium-dark-skin-tone
noto,,icon,man-scientist-medium-light-skin-tone
noto,,icon,man-scientist-medium-skin-tone
noto,,icon,man-scientist
noto,,icon,man-shrugging-dark-skin-tone
noto,,icon,man-shrugging-light-skin-tone
noto,,icon,man-shrugging-medium-dark-skin-tone
noto,,icon,man-shrugging-medium-light-skin-tone
noto,,icon,man-shrugging-medium-skin-tone
noto,,icon,man-shrugging
noto,,icon,man-singer-dark-skin-tone
noto,,icon,man-singer-light-skin-tone
noto,,icon,man-singer-medium-dark-skin-tone
noto,,icon,man-singer-medium-light-skin-tone
noto,,icon,man-singer-medium-skin-tone
noto,,icon,man-singer
noto,,icon,man-student-dark-skin-tone
noto,,icon,man-student-light-skin-tone
noto,,icon,man-student-medium-dark-skin-tone
noto,,icon,man-student-medium-light-skin-tone
noto,,icon,man-student-medium-skin-tone
noto,,icon,man-student
noto,,icon,man-surfing-dark-skin-tone
noto,,icon,man-surfing-light-skin-tone
noto,,icon,man-surfing-medium-dark-skin-tone
noto,,icon,man-surfing-medium-light-skin-tone
noto,,icon,man-surfing-medium-skin-tone
noto,,icon,man-surfing
noto,,icon,man-swimming-dark-skin-tone
noto,,icon,man-swimming-light-skin-tone
noto,,icon,man-swimming-medium-dark-skin-tone
noto,,icon,man-swimming-medium-light-skin-tone
noto,,icon,man-swimming-medium-skin-tone
noto,,icon,man-swimming
noto,,icon,man-teacher-dark-skin-tone
noto,,icon,man-teacher-light-skin-tone
noto,,icon,man-teacher-medium-dark-skin-tone
noto,,icon,man-teacher-medium-light-skin-tone
noto,,icon,man-teacher-medium-skin-tone
noto,,icon,man-teacher
noto,,icon,man-technologist-dark-skin-tone
noto,,icon,man-technologist-light-skin-tone
noto,,icon,man-technologist-medium-dark-skin-tone
noto,,icon,man-technologist-medium-light-skin-tone
noto,,icon,man-technologist-medium-skin-tone
noto,,icon,man-technologist
noto,,icon,man-tipping-hand-dark-skin-tone
noto,,icon,man-tipping-hand-light-skin-tone
noto,,icon,man-tipping-hand-medium-dark-skin-tone
noto,,icon,man-tipping-hand-medium-light-skin-tone
noto,,icon,man-tipping-hand-medium-skin-tone
noto,,icon,man-tipping-hand
noto,,icon,man-walking-dark-skin-tone
noto,,icon,man-walking-light-skin-tone
noto,,icon,man-walking-medium-dark-skin-tone
noto,,icon,man-walking-medium-light-skin-tone
noto,,icon,man-walking-medium-skin-tone
noto,,icon,man-walking
noto,,icon,man-wearing-turban-dark-skin-tone
noto,,icon,man-wearing-turban-light-skin-tone
noto,,icon,man-wearing-turban-medium-dark-skin-tone
noto,,icon,man-wearing-turban-medium-light-skin-tone
noto,,icon,man-wearing-turban-medium-skin-tone
noto,,icon,man-wearing-turban
noto,,icon,man
noto,,icon,mans-shoe
noto,,icon,mantelpiece-clock
noto,,icon,map-of-japan
noto,,icon,maple-leaf
noto,,icon,martial-arts-uniform
noto,,icon,meat-on-bone
noto,,icon,medical-symbol
noto,,icon,medium-dark-skin-tone
noto,,icon,medium-light-skin-tone
noto,,icon,medium-skin-tone
noto,,icon,megaphone
noto,,icon,melon
noto,,icon,memo
noto,,icon,men-holding-hands
noto,,icon,men-with-bunny-ears
noto,,icon,men-wrestling-dark-skin-tone
noto,,icon,men-wrestling-light-skin-tone
noto,,icon,men-wrestling-medium-dark-skin-tone
noto,,icon,men-wrestling-medium-light-skin-tone
noto,,icon,men-wrestling-medium-skin-tone
noto,,icon,men-wrestling
noto,,icon,menorah
noto,,icon,mens-room
noto,,icon,metro
noto,,icon,microphone
noto,,icon,microscope
noto,,icon,middle-finger-dark-skin-tone
noto,,icon,middle-finger-light-skin-tone
noto,,icon,middle-finger-medium-dark-skin-tone
noto,,icon,middle-finger-medium-light-skin-tone
noto,,icon,middle-finger-medium-skin-tone
noto,,icon,middle-finger
noto,,icon,military-medal
noto,,icon,milky-way
noto,,icon,minibus
noto,,icon,minus
noto,,icon,moai
noto,,icon,mobile-phone-off
noto,,icon,mobile-phone-with-arrow
noto,,icon,mobile-phone
noto,,icon,money-bag
noto,,icon,money-mouth-face
noto,,icon,money-with-wings
noto,,icon,monkey-face
noto,,icon,monkey
noto,,icon,monorail
noto,,icon,moon-viewing-ceremony
noto,,icon,mosque
noto,,icon,motor-boat
noto,,icon,motor-scooter
noto,,icon,motorcycle
noto,,icon,motorway
noto,,icon,mount-fuji
noto,,icon,mountain-cableway
noto,,icon,mountain-railway
noto,,icon,mountain
noto,,icon,mouse-face
noto,,icon,mouse
noto,,icon,mouth
noto,,icon,movie-camera
noto,,icon,mrs-claus-dark-skin-tone
noto,,icon,mrs-claus-light-skin-tone
noto,,icon,mrs-claus-medium-dark-skin-tone
noto,,icon,mrs-claus-medium-light-skin-tone
noto,,icon,mrs-claus-medium-skin-tone
noto,,icon,mrs-claus
noto,,icon,multiply
noto,,icon,mushroom
noto,,icon,musical-keyboard
noto,,icon,musical-note
noto,,icon,musical-notes
noto,,icon,musical-score
noto,,icon,muted-speaker
noto,,icon,nail-polish-dark-skin-tone
noto,,icon,nail-polish-light-skin-tone
noto,,icon,nail-polish-medium-dark-skin-tone
noto,,icon,nail-polish-medium-light-skin-tone
noto,,icon,nail-polish-medium-skin-tone
noto,,icon,nail-polish
noto,,icon,name-badge
noto,,icon,national-park
noto,,icon,nauseated-face
noto,,icon,necktie
noto,,icon,nerd-face
noto,,icon,neutral-face
noto,,icon,new-button
noto,,icon,new-moon-face
noto,,icon,new-moon
noto,,icon,newspaper
noto,,icon,next-track-button
noto,,icon,ng-button
noto,,icon,night-with-stars
noto,,icon,nine-oclock
noto,,icon,nine-thirty
noto,,icon,no-bicycles
noto,,icon,no-entry
noto,,icon,no-littering
noto,,icon,no-mobile-phones
noto,,icon,no-one-under-eighteen
noto,,icon,no-pedestrians
noto,,icon,no-smoking
noto,,icon,non-potable-water
noto,,icon,nose-dark-skin-tone
noto,,icon,nose-light-skin-tone
noto,,icon,nose-medium-dark-skin-tone
noto,,icon,nose-medium-light-skin-tone
noto,,icon,nose-medium-skin-tone
noto,,icon,nose
noto,,icon,notebook-with-decorative-cover
noto,,icon,notebook
noto,,icon,nut-and-bolt
noto,,icon,o-button-blood-type
noto,,icon,octopus
noto,,icon,oden
noto,,icon,office-building
noto,,icon,ogre
noto,,icon,oil-drum
noto,,icon,ok-button
noto,,icon,ok-hand-dark-skin-tone
noto,,icon,ok-hand-light-skin-tone
noto,,icon,ok-hand-medium-dark-skin-tone
noto,,icon,ok-hand-medium-light-skin-tone
noto,,icon,ok-hand-medium-skin-tone
noto,,icon,ok-hand
noto,,icon,old-key
noto,,icon,old-man-dark-skin-tone
noto,,icon,old-man-light-skin-tone
noto,,icon,old-man-medium-dark-skin-tone
noto,,icon,old-man-medium-light-skin-tone
noto,,icon,old-man-medium-skin-tone
noto,,icon,old-man
noto,,icon,old-woman-dark-skin-tone
noto,,icon,old-woman-light-skin-tone
noto,,icon,old-woman-medium-dark-skin-tone
noto,,icon,old-woman-medium-light-skin-tone
noto,,icon,old-woman-medium-skin-tone
noto,,icon,old-woman
noto,,icon,om
noto,,icon,on-exclamation-arrow
noto,,icon,oncoming-automobile
noto,,icon,oncoming-bus
noto,,icon,oncoming-fist-dark-skin-tone
noto,,icon,oncoming-fist-light-skin-tone
noto,,icon,oncoming-fist-medium-dark-skin-tone
noto,,icon,oncoming-fist-medium-light-skin-tone
noto,,icon,oncoming-fist-medium-skin-tone
noto,,icon,oncoming-fist
noto,,icon,oncoming-police-car
noto,,icon,oncoming-taxi
noto,,icon,one-oclock
noto,,icon,one-thirty
noto,,icon,open-book
noto,,icon,open-file-folder
noto,,icon,open-hands-dark-skin-tone
noto,,icon,open-hands-light-skin-tone
noto,,icon,open-hands-medium-dark-skin-tone
noto,,icon,open-hands-medium-light-skin-tone
noto,,icon,open-hands-medium-skin-tone
noto,,icon,open-hands
noto,,icon,open-mailbox-with-lowered-flag
noto,,icon,open-mailbox-with-raised-flag
noto,,icon,ophiuchus
noto,,icon,optical-disk
noto,,icon,orange-book
noto,,icon,orthodox-cross
noto,,icon,outbox-tray
noto,,icon,owl
noto,,icon,ox
noto,,icon,p-button
noto,,icon,package
noto,,icon,page-facing-up
noto,,icon,page-with-curl
noto,,icon,pager
noto,,icon,paintbrush
noto,,icon,palm-tree
noto,,icon,pancakes
noto,,icon,panda
noto,,icon,paperclip
noto,,icon,part-alternation-mark
noto,,icon,party-popper
noto,,icon,passenger-ship
noto,,icon,passport-control
noto,,icon,pause-button
noto,,icon,paw-prints
noto,,icon,peace-symbol
noto,,icon,peach
noto,,icon,peanuts
noto,,icon,pear
noto,,icon,pen
noto,,icon,pencil
noto,,icon,penguin
noto,,icon,pensive-face
noto,,icon,people-with-bunny-ears
noto,,icon,people-wrestling-dark-skin-tone
noto,,icon,people-wrestling-light-skin-tone
noto,,icon,people-wrestling-medium-dark-skin-tone
noto,,icon,people-wrestling-medium-light-skin-tone
noto,,icon,people-wrestling-medium-skin-tone
noto,,icon,people-wrestling
noto,,icon,performing-arts
noto,,icon,persevering-face
